source_id,source_name,dest_id,dest_name,distance_km,mean_travel_time_min,std_travel_time_min,hod,is_peak_morning,is_peak_evening,is_off_peak,is_monsoon,quarter,speed_proxy,src_it,dst_it,src_commercial,src_residential,src_industrial,dst_commercial,dst_residential,dst_industrial,hod_sin,hod_cos
14,MG Road,3,Yelahanka,16.14,29.28,7.61,23,0,0,1,0,1,33.0738,0,0,1,0,0,0,1,0,-0.258819,0.965926
10,BTM Layout,11,HSR Layout,4.1,7.49,5.23,2,0,0,1,0,1,32.8438,0,0,0,1,0,1,0,0,0.5,0.866025
5,Indiranagar,2,Yeshwanthpur,14.74,45.63,8.22,10,1,0,0,0,1,19.382,0,0,1,0,0,0,0,1,0.5,-0.866025
13,Sarjapur Road,5,Indiranagar,14.47,19.22,7.2,2,0,0,1,0,1,45.1717,1,0,0,0,0,1,0,0,0.5,0.866025
3,Yelahanka,11,HSR Layout,26.46,66.5,14.89,13,0,0,1,0,1,23.8737,0,0,0,1,0,1,0,0,-0.258819,-0.965926
13,Sarjapur Road,3,Yelahanka,32.14,44.7,6.54,0,0,0,1,0,1,43.1409,1,0,0,0,0,0,1,0,0.0,1.0
1,Marathahalli,2,Yeshwanthpur,23.31,43.87,10.29,23,0,0,1,0,1,31.8806,1,0,0,0,0,0,0,1,-0.258819,0.965926
11,HSR Layout,7,Electronic City,10.47,3.43,3.36,0,0,0,1,0,1,183.1487,0,1,1,0,0,0,0,0,0.0,1.0
14,MG Road,10,BTM Layout,13.32,21.57,7.68,22,0,0,1,0,1,37.0515,0,0,1,0,0,0,1,0,-0.5,0.866025
5,Indiranagar,14,MG Road,4.27,8.32,4.41,5,0,0,1,0,1,30.7933,0,0,1,0,0,1,0,0,0.965926,0.258819
2,Yeshwanthpur,3,Yelahanka,15.19,37.71,8.12,18,0,1,0,0,1,24.1687,0,0,0,0,1,0,1,0,-1.0,-0.0
14,MG Road,11,HSR Layout,9.5,17.47,6.18,6,0,0,1,0,1,32.6274,0,0,1,0,0,1,0,0,1.0,0.0
12,Bannerghatta Rd,14,MG Road,10.39,26.5,7.57,23,0,0,1,0,1,23.5245,0,0,0,1,0,1,0,0,-0.258819,0.965926
9,Rajajinagar,6,Hebbal,11.24,24.54,6.69,12,0,0,1,0,1,27.4817,0,0,0,1,0,0,1,0,0.0,-1.0
12,Bannerghatta Rd,4,Koramangala,7.82,42.97,13.38,9,1,0,0,0,1,10.9192,0,0,0,1,0,1,0,0,0.707107,-0.707107
8,Jayanagar,11,HSR Layout,8.12,13.81,7.39,5,0,0,1,0,1,35.2788,0,0,0,1,0,1,0,0,0.965926,0.258819
3,Yelahanka,12,Bannerghatta Rd,27.11,83.58,24.68,15,0,0,1,0,1,19.4616,0,0,0,1,0,0,1,0,-0.707107,-0.707107
7,Electronic City,4,Koramangala,14.43,10.68,6.37,16,0,0,1,0,1,81.0674,1,0,0,0,0,1,0,0,-0.866025,-0.5
11,HSR Layout,0,Whitefield,16.32,38.07,12.81,16,0,0,1,0,1,25.721,0,1,1,0,0,0,0,0,-0.866025,-0.5
5,Indiranagar,10,BTM Layout,15.75,37.03,9.7,21,0,0,1,0,1,25.5198,0,0,1,0,0,0,1,0,-0.707107,0.707107
6,Hebbal,2,Yeshwanthpur,9.51,25.01,8.38,18,0,1,0,0,1,22.8149,0,0,0,1,0,0,0,1,-1.0,-0.0
8,Jayanagar,12,Bannerghatta Rd,5.87,11.55,4.63,2,0,0,1,0,1,30.4935,0,0,0,1,0,0,1,0,0.5,0.866025
11,HSR Layout,14,MG Road,10.45,39.75,10.66,11,0,0,1,0,1,15.7736,0,0,1,0,0,1,0,0,0.258819,-0.965926
14,MG Road,12,Bannerghatta Rd,10.26,19.28,6.41,3,0,0,1,0,1,31.9295,0,0,1,0,0,0,1,0,0.707107,0.707107
8,Jayanagar,15,Banashankari,5.47,19.65,8.1,10,1,0,0,0,1,16.7023,0,0,0,1,0,0,1,0,0.5,-0.866025
3,Yelahanka,2,Yeshwanthpur,15.58,22.74,8.69,23,0,0,1,0,1,41.1082,0,0,0,1,0,0,0,1,-0.258819,0.965926
2,Yeshwanthpur,3,Yelahanka,15.19,30.77,7.55,8,1,0,0,0,1,29.6198,0,0,0,0,1,0,1,0,0.866025,-0.5
2,Yeshwanthpur,7,Electronic City,28.7,71.72,17.58,10,1,0,0,0,1,24.01,0,1,0,0,1,0,0,0,0.5,-0.866025
5,Indiranagar,12,Bannerghatta Rd,14.07,55.79,13.04,12,0,0,1,0,1,15.1317,0,0,1,0,0,0,1,0,0.0,-1.0
2,Yeshwanthpur,12,Bannerghatta Rd,20.98,45.24,7.78,23,0,0,1,0,1,27.8249,0,0,0,0,1,0,1,0,-0.258819,0.965926
15,Banashankari,0,Whitefield,26.97,70.18,9.52,21,0,0,1,0,1,23.0579,0,1,0,1,0,0,0,0,-0.707107,0.707107
4,Koramangala,2,Yeshwanthpur,18.13,27.06,8.04,2,0,0,1,0,1,40.1996,0,0,1,0,0,0,0,1,0.5,0.866025
11,HSR Layout,4,Koramangala,4.21,15.73,6.98,17,0,1,0,0,1,16.0585,0,0,1,0,0,1,0,0,-0.965926,-0.258819
12,Bannerghatta Rd,11,HSR Layout,7.58,30.08,7.63,13,0,0,1,0,1,15.1197,0,0,0,1,0,1,0,0,-0.258819,-0.965926
1,Marathahalli,10,BTM Layout,20.93,30.23,9.05,14,0,0,1,0,1,41.5415,1,0,0,0,0,0,1,0,-0.5,-0.866025
9,Rajajinagar,4,Koramangala,12.65,33.07,9.51,6,0,0,1,0,1,22.9513,0,0,0,1,0,1,0,0,1.0,0.0
11,HSR Layout,8,Jayanagar,8.12,30.12,11.9,20,0,1,0,0,1,16.1753,0,0,1,0,0,0,1,0,-0.866025,0.5
10,BTM Layout,15,Banashankari,13.09,17.75,4.97,2,0,0,1,0,1,44.2479,0,0,0,1,0,0,1,0,0.5,0.866025
6,Hebbal,8,Jayanagar,14.37,16.4,3.6,2,0,0,1,0,1,52.5732,0,0,0,1,0,0,1,0,0.5,0.866025
4,Koramangala,1,Marathahalli,10.77,43.38,16.95,9,1,0,0,0,1,14.8963,0,1,1,0,0,0,0,0,0.707107,-0.707107
0,Whitefield,2,Yeshwanthpur,29.07,60.45,14.16,21,0,0,1,0,1,28.8536,1,0,0,0,0,0,0,1,-0.707107,0.707107
5,Indiranagar,10,BTM Layout,15.75,43.21,10.51,16,0,0,1,0,1,21.8699,0,0,1,0,0,0,1,0,-0.866025,-0.5
12,Bannerghatta Rd,0,Whitefield,22.66,88.33,24.7,8,1,0,0,0,1,15.3923,0,1,0,1,0,0,0,0,0.866025,-0.5
5,Indiranagar,14,MG Road,4.27,19.8,7.33,10,1,0,0,0,1,12.9394,0,0,1,0,0,1,0,0,0.5,-0.866025
10,BTM Layout,5,Indiranagar,11.38,43.68,10.85,11,0,0,1,0,1,15.6319,0,0,0,1,0,1,0,0,0.258819,-0.965926
13,Sarjapur Road,12,Bannerghatta Rd,14.22,31.47,7.63,0,0,0,1,0,1,27.1115,1,0,0,0,0,0,1,0,0.0,1.0
7,Electronic City,5,Indiranagar,18.77,51.22,17.98,9,1,0,0,0,1,21.9875,1,0,0,0,0,1,0,0,0.707107,-0.707107
7,Electronic City,11,HSR Layout,10.37,5.25,3.93,5,0,0,1,0,1,118.5143,1,0,0,0,0,1,0,0,0.965926,0.258819
8,Jayanagar,12,Bannerghatta Rd,5.87,26.54,9.17,12,0,0,1,0,1,13.2705,0,0,0,1,0,0,1,0,0.0,-1.0
15,Banashankari,2,Yeshwanthpur,15.79,46.57,11.68,16,0,0,1,0,1,20.3436,0,0,0,1,0,0,0,1,-0.866025,-0.5
7,Electronic City,15,Banashankari,19.66,46.53,10.31,20,0,1,0,0,1,25.3514,1,0,0,0,0,0,1,0,-0.866025,0.5
14,MG Road,7,Electronic City,18.76,15.4,5.61,5,0,0,1,0,1,73.0909,0,1,1,0,0,0,0,0,0.965926,0.258819
4,Koramangala,11,HSR Layout,4.62,10.92,5.03,12,0,0,1,0,1,25.3846,0,0,1,0,0,1,0,0,0.0,-1.0
7,Electronic City,2,Yeshwanthpur,28.32,62.85,13.92,20,0,1,0,0,1,27.0358,1,0,0,0,0,0,0,1,-0.866025,0.5
14,MG Road,8,Jayanagar,8.97,10.41,5.02,5,0,0,1,0,1,51.7003,0,0,1,0,0,0,1,0,0.965926,0.258819
15,Banashankari,1,Marathahalli,22.32,43.27,9.85,23,0,0,1,0,1,30.9498,0,1,0,1,0,0,0,0,-0.258819,0.965926
13,Sarjapur Road,6,Hebbal,23.82,67.87,17.2,20,0,1,0,0,1,21.0579,1,0,0,0,0,0,1,0,-0.866025,0.5
12,Bannerghatta Rd,13,Sarjapur Road,14.21,34.79,8.53,0,0,0,1,0,1,24.507,0,1,0,1,0,0,0,0,0.0,1.0
2,Yeshwanthpur,13,Sarjapur Road,26.27,79.46,20.32,18,0,1,0,0,1,19.8364,0,1,0,0,1,0,0,0,-1.0,-0.0
15,Banashankari,12,Bannerghatta Rd,8.61,37.78,8.76,13,0,0,1,0,1,13.6739,0,0,0,1,0,0,1,0,-0.258819,-0.965926
15,Banashankari,14,MG Road,11.43,37.39,8.39,16,0,0,1,0,1,18.3418,0,0,0,1,0,1,0,0,-0.866025,-0.5
4,Koramangala,5,Indiranagar,5.99,13.65,5.29,1,0,0,1,0,1,26.3297,0,0,1,0,0,1,0,0,0.258819,0.965926
1,Marathahalli,3,Yelahanka,27.36,39.84,12.0,0,0,0,1,0,1,41.2048,1,0,0,0,0,0,1,0,0.0,1.0
8,Jayanagar,3,Yelahanka,20.58,63.12,15.54,17,0,1,0,0,1,19.5627,0,0,0,1,0,0,1,0,-0.965926,-0.258819
1,Marathahalli,7,Electronic City,19.82,17.37,6.3,2,0,0,1,0,1,68.4629,1,1,0,0,0,0,0,0,0.5,0.866025
15,Banashankari,13,Sarjapur Road,18.51,70.01,14.3,13,0,0,1,0,1,15.8634,0,1,0,1,0,0,0,0,-0.258819,-0.965926
13,Sarjapur Road,1,Marathahalli,9.72,9.96,7.26,15,0,0,1,0,1,58.5542,1,1,0,0,0,0,0,0,-0.707107,-0.707107
13,Sarjapur Road,7,Electronic City,10.41,29.4,9.54,22,0,0,1,0,1,21.2449,1,1,0,0,0,0,0,0,-0.5,0.866025
3,Yelahanka,6,Hebbal,9.11,19.63,7.61,20,0,1,0,0,1,27.8451,0,0,0,1,0,0,1,0,-0.866025,0.5
15,Banashankari,3,Yelahanka,24.11,65.08,11.69,18,0,1,0,0,1,22.228,0,0,0,1,0,0,1,0,-1.0,-0.0
0,Whitefield,5,Indiranagar,14.61,16.4,5.55,0,0,0,1,0,1,53.4512,1,0,0,0,0,1,0,0,0.0,1.0
14,MG Road,2,Yeshwanthpur,11.86,37.27,8.75,16,0,0,1,0,1,19.0931,0,0,1,0,0,0,0,1,-0.866025,-0.5
6,Hebbal,15,Banashankari,17.81,23.76,5.66,3,0,0,1,0,1,44.9747,0,0,0,1,0,0,1,0,0.707107,0.707107
1,Marathahalli,15,Banashankari,21.94,92.07,21.44,18,0,1,0,0,1,14.2978,1,0,0,0,0,0,1,0,-1.0,-0.0
2,Yeshwanthpur,15,Banashankari,14.56,46.85,10.2,11,0,0,1,0,1,18.6467,0,0,0,0,1,0,1,0,0.258819,-0.965926
2,Yeshwanthpur,12,Bannerghatta Rd,20.98,101.43,13.23,18,0,1,0,0,1,12.4105,0,0,0,0,1,0,1,0,-1.0,-0.0
9,Rajajinagar,14,MG Road,7.49,30.25,9.01,15,0,0,1,0,1,14.8562,0,0,0,1,0,1,0,0,-0.707107,-0.707107
0,Whitefield,8,Jayanagar,23.01,69.91,16.81,15,0,0,1,0,1,19.7482,1,0,0,0,0,0,1,0,-0.707107,-0.707107
14,MG Road,5,Indiranagar,3.93,16.35,6.16,20,0,1,0,0,1,14.422,0,0,1,0,0,1,0,0,-0.866025,0.5
13,Sarjapur Road,0,Whitefield,14.97,23.69,8.28,13,0,0,1,0,1,37.9147,1,1,0,0,0,0,0,0,-0.258819,-0.965926
6,Hebbal,4,Koramangala,15.69,19.19,3.67,4,0,0,1,0,1,49.0568,0,0,0,1,0,1,0,0,0.866025,0.5
0,Whitefield,4,Koramangala,16.94,29.89,7.39,2,0,0,1,0,1,34.0047,1,0,0,0,0,1,0,0,0.5,0.866025
3,Yelahanka,6,Hebbal,9.11,22.65,8.08,15,0,0,1,0,1,24.1325,0,0,0,1,0,0,1,0,-0.707107,-0.707107
2,Yeshwanthpur,10,BTM Layout,18.99,32.06,4.28,2,0,0,1,0,1,35.5396,0,0,0,0,1,0,1,0,0.5,0.866025
4,Koramangala,7,Electronic City,12.77,7.09,4.75,1,0,0,1,0,1,108.0677,0,1,1,0,0,0,0,0,0.258819,0.965926
7,Electronic City,0,Whitefield,20.22,48.53,13.19,20,0,1,0,0,1,24.999,1,1,0,0,0,0,0,0,-0.866025,0.5
3,Yelahanka,8,Jayanagar,21.64,62.59,12.2,12,0,0,1,0,1,20.7445,0,0,0,1,0,0,1,0,0.0,-1.0
2,Yeshwanthpur,0,Whitefield,29.02,48.02,9.1,1,0,0,1,0,1,36.2599,0,1,0,0,1,0,0,0,0.258819,0.965926
2,Yeshwanthpur,5,Indiranagar,14.47,30.5,7.73,0,0,0,1,0,1,28.4656,0,0,0,0,1,1,0,0,0.0,1.0
7,Electronic City,12,Bannerghatta Rd,16.58,7.52,5.53,2,0,0,1,0,1,132.2872,1,0,0,0,0,0,1,0,0.5,0.866025
3,Yelahanka,10,BTM Layout,25.99,72.72,11.95,19,0,1,0,0,1,21.4439,0,0,0,1,0,0,1,0,-0.965926,0.258819
6,Hebbal,10,BTM Layout,18.73,55.0,11.41,19,0,1,0,0,1,20.4327,0,0,0,1,0,0,1,0,-0.965926,0.258819
14,MG Road,11,HSR Layout,9.5,34.2,9.57,11,0,0,1,0,1,16.6667,0,0,1,0,0,1,0,0,0.258819,-0.965926
12,Bannerghatta Rd,13,Sarjapur Road,14.21,62.21,19.04,10,1,0,0,0,1,13.7052,0,1,0,1,0,0,0,0,0.5,-0.866025
5,Indiranagar,13,Sarjapur Road,14.73,19.77,7.36,2,0,0,1,0,1,44.7041,0,1,1,0,0,0,0,0,0.5,0.866025
1,Marathahalli,4,Koramangala,11.19,38.82,13.24,19,0,1,0,0,1,17.2952,1,0,0,0,0,1,0,0,-0.965926,0.258819
1,Marathahalli,9,Rajajinagar,18.83,47.3,10.4,7,1,0,0,0,1,23.8858,1,0,0,0,0,0,1,0,0.965926,-0.258819
1,Marathahalli,8,Jayanagar,17.26,35.11,8.75,22,0,0,1,0,1,29.4959,1,0,0,0,0,0,1,0,-0.5,0.866025
9,Rajajinagar,1,Marathahalli,18.45,38.69,8.71,2,0,0,1,0,1,28.612,0,1,0,1,0,0,0,0,0.5,0.866025
8,Jayanagar,2,Yeshwanthpur,14.27,45.98,8.72,20,0,1,0,0,1,18.6211,0,0,0,1,0,0,0,1,-0.866025,0.5
2,Yeshwanthpur,11,HSR Layout,21.06,79.12,19.97,16,0,0,1,0,1,15.9707,0,0,0,0,1,1,0,0,-0.866025,-0.5
10,BTM Layout,12,Bannerghatta Rd,9.65,21.34,7.89,19,0,1,0,0,1,27.1321,0,0,0,1,0,0,1,0,-0.965926,0.258819
14,MG Road,11,HSR Layout,9.5,31.87,8.91,21,0,0,1,0,1,17.8852,0,0,1,0,0,1,0,0,-0.707107,0.707107
8,Jayanagar,6,Hebbal,14.98,28.3,6.3,7,1,0,0,0,1,31.7597,0,0,0,1,0,0,1,0,0.965926,-0.258819
15,Banashankari,5,Indiranagar,15.3,55.5,11.54,15,0,0,1,0,1,16.5405,0,0,0,1,0,1,0,0,-0.707107,-0.707107
15,Banashankari,11,HSR Layout,11.88,45.23,10.57,21,0,0,1,0,1,15.7595,0,0,0,1,0,1,0,0,-0.707107,0.707107
9,Rajajinagar,7,Electronic City,23.43,67.36,19.78,19,0,1,0,0,1,20.87,0,1,0,1,0,0,0,0,-0.965926,0.258819
6,Hebbal,3,Yelahanka,9.43,13.29,5.77,15,0,0,1,0,1,42.5734,0,0,0,1,0,0,1,0,-0.707107,-0.707107
7,Electronic City,6,Hebbal,29.04,59.47,10.65,12,0,0,1,0,1,29.2988,1,0,0,0,0,0,1,0,0.0,-1.0
1,Marathahalli,8,Jayanagar,17.26,25.36,7.26,2,0,0,1,0,1,40.836,1,0,0,0,0,0,1,0,0.5,0.866025
12,Bannerghatta Rd,2,Yeshwanthpur,19.95,74.45,18.12,8,1,0,0,0,1,16.0779,0,0,0,1,0,0,0,1,0.866025,-0.5
4,Koramangala,11,HSR Layout,4.62,5.65,3.41,2,0,0,1,0,1,49.0619,0,0,1,0,0,1,0,0,0.5,0.866025
4,Koramangala,5,Indiranagar,5.99,25.75,7.97,11,0,0,1,0,1,13.9573,0,0,1,0,0,1,0,0,0.258819,-0.965926
11,HSR Layout,10,BTM Layout,9.43,17.23,10.87,17,0,1,0,0,1,32.8381,0,0,1,0,0,0,1,0,-0.965926,-0.258819
14,MG Road,6,Hebbal,9.25,21.88,6.33,8,1,0,0,0,1,25.3656,0,0,1,0,0,0,1,0,0.866025,-0.5
11,HSR Layout,14,MG Road,10.45,30.84,8.67,21,0,0,1,0,1,20.3307,0,0,1,0,0,1,0,0,-0.707107,0.707107
8,Jayanagar,11,HSR Layout,8.12,25.99,10.28,15,0,0,1,0,1,18.7457,0,0,0,1,0,1,0,0,-0.707107,-0.707107
13,Sarjapur Road,5,Indiranagar,14.47,33.91,13.61,7,1,0,0,0,1,25.6031,1,0,0,0,0,1,0,0,0.965926,-0.258819
9,Rajajinagar,1,Marathahalli,18.45,65.87,9.75,12,0,0,1,0,1,16.8058,0,1,0,1,0,0,0,0,0.0,-1.0
10,BTM Layout,0,Whitefield,19.05,49.36,12.33,12,0,0,1,0,1,23.1564,0,1,0,1,0,0,0,0,0.0,-1.0
15,Banashankari,11,HSR Layout,11.88,33.87,8.85,6,0,0,1,0,1,21.0452,0,0,0,1,0,1,0,0,1.0,0.0
13,Sarjapur Road,0,Whitefield,14.97,14.05,6.43,23,0,0,1,0,1,63.9288,1,1,0,0,0,0,0,0,-0.258819,0.965926
6,Hebbal,3,Yelahanka,9.43,14.43,5.81,20,0,1,0,0,1,39.21,0,0,0,1,0,0,1,0,-0.866025,0.5
8,Jayanagar,12,Bannerghatta Rd,5.87,17.11,7.08,7,1,0,0,0,1,20.5845,0,0,0,1,0,0,1,0,0.965926,-0.258819
12,Bannerghatta Rd,6,Hebbal,20.66,72.81,16.07,10,1,0,0,0,1,17.0251,0,0,0,1,0,0,1,0,0.5,-0.866025
2,Yeshwanthpur,9,Rajajinagar,5.57,19.45,6.99,20,0,1,0,0,1,17.1825,0,0,0,0,1,0,1,0,-0.866025,0.5
8,Jayanagar,14,MG Road,7.91,9.99,4.12,0,0,0,1,0,1,47.5075,0,0,0,1,0,1,0,0,0.0,1.0
6,Hebbal,8,Jayanagar,14.37,43.82,9.67,17,0,1,0,0,1,19.6759,0,0,0,1,0,0,1,0,-0.965926,-0.258819
0,Whitefield,12,Bannerghatta Rd,22.95,59.45,11.92,13,0,0,1,0,1,23.1623,1,0,0,0,0,0,1,0,-0.258819,-0.965926
11,HSR Layout,9,Rajajinagar,15.93,32.95,6.24,5,0,0,1,0,1,29.0076,0,0,1,0,0,0,1,0,0.965926,0.258819
10,BTM Layout,13,Sarjapur Road,10.6,50.59,14.5,19,0,1,0,0,1,12.5717,0,1,0,1,0,0,0,0,-0.965926,0.258819
14,MG Road,1,Marathahalli,11.03,18.11,7.61,3,0,0,1,0,1,36.5433,0,1,1,0,0,0,0,0,0.707107,0.707107
9,Rajajinagar,0,Whitefield,24.94,47.79,12.93,5,0,0,1,0,1,31.312,0,1,0,1,0,0,0,0,0.965926,0.258819
3,Yelahanka,7,Electronic City,34.83,79.63,16.05,12,0,0,1,0,1,26.2439,0,1,0,1,0,0,0,0,0.0,-1.0
5,Indiranagar,0,Whitefield,14.58,17.18,6.65,5,0,0,1,0,1,50.9197,0,1,1,0,0,0,0,0,0.965926,0.258819
8,Jayanagar,7,Electronic City,16.26,31.09,12.71,9,1,0,0,0,1,31.3799,0,1,0,1,0,0,0,0,0.707107,-0.707107
3,Yelahanka,4,Koramangala,22.95,64.14,10.9,14,0,0,1,0,1,21.4687,0,0,0,1,0,1,0,0,-0.5,-0.866025
8,Jayanagar,15,Banashankari,5.47,12.36,5.68,0,0,0,1,0,1,26.5534,0,0,0,1,0,0,1,0,0.0,1.0
0,Whitefield,6,Hebbal,25.97,31.07,9.65,3,0,0,1,0,1,50.1513,1,0,0,0,0,0,1,0,0.707107,0.707107
11,HSR Layout,4,Koramangala,4.21,10.89,5.62,7,1,0,0,0,1,23.1956,0,0,1,0,0,1,0,0,0.965926,-0.258819
9,Rajajinagar,12,Bannerghatta Rd,15.71,46.31,9.01,7,1,0,0,0,1,20.3541,0,0,0,1,0,0,1,0,0.965926,-0.258819
9,Rajajinagar,14,MG Road,7.49,18.04,7.45,0,0,0,1,0,1,24.9113,0,0,0,1,0,1,0,0,0.0,1.0
6,Hebbal,4,Koramangala,15.69,44.74,9.34,14,0,0,1,0,1,21.0416,0,0,0,1,0,1,0,0,-0.5,-0.866025
8,Jayanagar,14,MG Road,7.91,8.93,3.89,5,0,0,1,0,1,53.1467,0,0,0,1,0,1,0,0,0.965926,0.258819
10,BTM Layout,2,Yeshwanthpur,22.24,43.41,8.06,22,0,0,1,0,1,30.7395,0,0,0,1,0,0,0,1,-0.5,0.866025
9,Rajajinagar,7,Electronic City,23.43,31.34,9.53,4,0,0,1,0,1,44.8564,0,1,0,1,0,0,0,0,0.866025,0.5
1,Marathahalli,13,Sarjapur Road,10.56,7.25,5.07,15,0,0,1,0,1,87.3931,1,1,0,0,0,0,0,0,-0.707107,-0.707107
8,Jayanagar,5,Indiranagar,11.77,39.01,11.18,9,1,0,0,0,1,18.1031,0,0,0,1,0,1,0,0,0.707107,-0.707107
13,Sarjapur Road,3,Yelahanka,32.14,82.78,18.46,20,0,1,0,0,1,23.2955,1,0,0,0,0,0,1,0,-0.866025,0.5
0,Whitefield,8,Jayanagar,23.01,39.13,5.88,5,0,0,1,0,1,35.2824,1,0,0,0,0,0,1,0,0.965926,0.258819
8,Jayanagar,5,Indiranagar,11.77,18.09,6.36,4,0,0,1,0,1,39.0381,0,0,0,1,0,1,0,0,0.866025,0.5
15,Banashankari,2,Yeshwanthpur,15.79,48.05,6.86,11,0,0,1,0,1,19.717,0,0,0,1,0,0,0,1,0.258819,-0.965926
5,Indiranagar,3,Yelahanka,18.79,47.7,11.89,12,0,0,1,0,1,23.6352,0,0,1,0,0,0,1,0,0.0,-1.0
1,Marathahalli,10,BTM Layout,20.93,17.94,6.02,4,0,0,1,0,1,70.0,1,0,0,0,0,0,1,0,0.866025,0.5
5,Indiranagar,2,Yeshwanthpur,14.74,28.13,7.04,0,0,0,1,0,1,31.4397,0,0,1,0,0,0,0,1,0.0,1.0
8,Jayanagar,4,Koramangala,6.91,9.15,6.42,1,0,0,1,0,1,45.3115,0,0,0,1,0,1,0,0,0.258819,0.965926
4,Koramangala,13,Sarjapur Road,9.83,21.22,6.65,4,0,0,1,0,1,27.7945,0,1,1,0,0,0,0,0,0.866025,0.5
15,Banashankari,3,Yelahanka,24.11,59.34,16.86,8,1,0,0,0,1,24.3782,0,0,0,1,0,0,1,0,0.866025,-0.5
15,Banashankari,0,Whitefield,26.97,62.37,13.44,6,0,0,1,0,1,25.9452,0,1,0,1,0,0,0,0,1.0,0.0
13,Sarjapur Road,11,HSR Layout,7.55,22.74,7.99,13,0,0,1,0,1,19.9208,1,0,0,0,0,1,0,0,-0.258819,-0.965926
15,Banashankari,4,Koramangala,12.01,46.38,11.03,17,0,1,0,0,1,15.5369,0,0,0,1,0,1,0,0,-0.965926,-0.258819
8,Jayanagar,1,Marathahalli,17.23,52.35,14.32,17,0,1,0,0,1,19.7479,0,1,0,1,0,0,0,0,-0.965926,-0.258819
10,BTM Layout,8,Jayanagar,9.64,7.62,5.58,1,0,0,1,0,1,75.9055,0,0,0,1,0,0,1,0,0.258819,0.965926
1,Marathahalli,4,Koramangala,11.19,28.22,8.52,14,0,0,1,0,1,23.7916,1,0,0,0,0,1,0,0,-0.5,-0.866025
7,Electronic City,5,Indiranagar,18.77,34.24,10.17,14,0,0,1,0,1,32.8914,1,0,0,0,0,1,0,0,-0.5,-0.866025
1,Marathahalli,14,MG Road,13.62,35.29,13.43,8,1,0,0,0,1,23.1567,1,0,0,0,0,1,0,0,0.866025,-0.5
2,Yeshwanthpur,9,Rajajinagar,5.57,10.84,4.87,0,0,0,1,0,1,30.8303,0,0,0,0,1,0,1,0,0.0,1.0
6,Hebbal,12,Bannerghatta Rd,19.85,29.43,4.82,5,0,0,1,0,1,40.4689,0,0,0,1,0,0,1,0,0.965926,0.258819
11,HSR Layout,7,Electronic City,10.47,9.77,8.4,20,0,1,0,0,1,64.2989,0,1,1,0,0,0,0,0,-0.866025,0.5
9,Rajajinagar,10,BTM Layout,13.47,33.86,8.19,6,0,0,1,0,1,23.8689,0,0,0,1,0,0,1,0,1.0,0.0
12,Bannerghatta Rd,2,Yeshwanthpur,19.95,85.23,21.86,18,0,1,0,0,1,14.0444,0,0,0,1,0,0,0,1,-1.0,-0.0
8,Jayanagar,13,Sarjapur Road,14.75,61.11,17.0,17,0,1,0,0,1,14.4821,0,1,0,1,0,0,0,0,-0.965926,-0.258819
4,Koramangala,8,Jayanagar,6.07,8.03,4.66,6,0,0,1,0,1,45.3549,0,0,1,0,0,0,1,0,1.0,0.0
0,Whitefield,1,Marathahalli,7.3,28.27,11.83,8,1,0,0,0,1,15.4935,1,1,0,0,0,0,0,0,0.866025,-0.5
15,Banashankari,5,Indiranagar,15.3,28.33,5.25,5,0,0,1,0,1,32.4038,0,0,0,1,0,1,0,0,0.965926,0.258819
7,Electronic City,13,Sarjapur Road,10.44,39.79,12.34,17,0,1,0,0,1,15.7426,1,1,0,0,0,0,0,0,-0.965926,-0.258819
14,MG Road,13,Sarjapur Road,14.72,24.88,7.79,23,0,0,1,0,1,35.4984,0,1,1,0,0,0,0,0,-0.258819,0.965926
6,Hebbal,7,Electronic City,27.57,70.81,17.83,17,0,1,0,0,1,23.3611,0,1,0,1,0,0,0,0,-0.965926,-0.258819
1,Marathahalli,13,Sarjapur Road,10.56,8.9,7.05,10,1,0,0,0,1,71.191,1,1,0,0,0,0,0,0,0.5,-0.866025
8,Jayanagar,6,Hebbal,14.98,48.72,12.7,17,0,1,0,0,1,18.4483,0,0,0,1,0,0,1,0,-0.965926,-0.258819
14,MG Road,0,Whitefield,17.51,43.01,12.88,21,0,0,1,0,1,24.4269,0,1,1,0,0,0,0,0,-0.707107,0.707107
4,Koramangala,7,Electronic City,12.77,15.76,8.59,21,0,0,1,0,1,48.6168,0,1,1,0,0,0,0,0,-0.707107,0.707107
11,HSR Layout,9,Rajajinagar,15.93,33.13,8.76,0,0,0,1,0,1,28.85,0,0,1,0,0,0,1,0,0.0,1.0
0,Whitefield,5,Indiranagar,14.61,37.03,11.55,15,0,0,1,0,1,23.6727,1,0,0,0,0,1,0,0,-0.707107,-0.707107
3,Yelahanka,9,Rajajinagar,18.04,38.4,9.23,7,1,0,0,0,1,28.1875,0,0,0,1,0,0,1,0,0.965926,-0.258819
2,Yeshwanthpur,7,Electronic City,28.7,65.85,9.86,15,0,0,1,0,1,26.1503,0,1,0,0,1,0,0,0,-0.707107,-0.707107
12,Bannerghatta Rd,11,HSR Layout,7.58,20.63,6.55,23,0,0,1,0,1,22.0456,0,0,0,1,0,1,0,0,-0.258819,0.965926
6,Hebbal,14,MG Road,9.7,14.14,4.64,23,0,0,1,0,1,41.1598,0,0,0,1,0,1,0,0,-0.258819,0.965926
